id,Exited
165034,0.021197958186010297
165035,0.5842778040591111
165036,0.14651210862372568
165037,0.1964499837923226
165038,0.4932511104557105
165039,0.06834986523938576
165040,0.05032553148410908
165041,0.1625637544983306
165042,0.5587444105592841
165043,0.01610951870843302
165044,0.10224746986139797
165045,0.10657095511893161
165046,0.017745504073484436
165047,0.21819106993464873
165048,0.6177470653462623
165049,0.12081419226904375
165050,0.03158288516446636
165051,0.23176157249663668
165052,0.029392018919771203
165053,0.1842911259438157
165054,0.04925351302734309
165055,0.09312587006757954
165056,0.15258483310430707
165057,0.01975536297338641
165058,0.5770700645326474
165059,0.18078215449257648
165060,0.7662952249361848
165061,0.23528827907253572
165062,0.17572869380577755
165063,0.1805076325526207
165064,0.0704192723087251
165065,0.08750828327635861
165066,0.060575314568180556
165067,0.19099836076797497
165068,0.0542173725885729
165069,0.013000608553116457
165070,0.47966979916012814
165071,0.15835579880482534
165072,0.16728458463949555
165073,0.7944523196822043
165074,0.45897523708863125
165075,0.2659240893248088
165076,0.2956362963307061
165077,0.027635686030946963
165078,0.3121206061183535
165079,0.3768546245573035
165080,0.04528456413981931
165081,0.022754322246007562
165082,0.014050871998736326
165083,0.43675656567747395
165084,0.11545022415115463
165085,0.02147074822254866
165086,0.04410869268218787
165087,0.2595759190511237
165088,0.10810644826277553
165089,0.15096763600755703
165090,0.146312819386335
165091,0.04778160589535606
165092,0.09090796853045525
165093,0.1140054613041616
165094,0.028183903376990727
165095,0.328994525975219
165096,0.06343555285909613
165097,0.2239995279836838
165098,0.013407300802074267
165099,0.031238117481642912
165100,0.7318044938060958
165101,0.032817134786454996
165102,0.031925403115002415
165103,0.06079522444234343
165104,0.15504142894669695
165105,0.4491658837233052
165106,0.41934783000973747
165107,0.14865759183315266
165108,0.0376814088308608
165109,0.2756119336387718
165110,0.030382571487869672
165111,0.2966502044720427
165112,0.2485556360722254
165113,0.06606897036744423
165114,0.07144511074422612
165115,0.034017085307154915
165116,0.6361171563297071
165117,0.09724702485136814
165118,0.36188231559111805
165119,0.2035841901209776
165120,0.048869209128482784
165121,0.30319620609634657
165122,0.07892493400525899
165123,0.07904806606067237
165124,0.24057740509989672
165125,0.03584371002010931
165126,0.01957509205954405
165127,0.050784170342357556
165128,0.05940089187468034
165129,0.05073960029639442
165130,0.12402689595112587
165131,0.029778545775061796
165132,0.13899345229764906
165133,0.15276885931989606
165134,0.027742754161655208
165135,0.18364728984932052
165136,0.0031589793242396934
165137,0.3600040788935883
165138,0.509391195228312
165139,0.6661194371979028
165140,0.2076664327705034
165141,0.049447701141238656
165142,0.021444756100643045
165143,0.14254424354907055
165144,0.24409963068784418
165145,0.4403782129150381
165146,0.10319458087853321
165147,0.22043358430974103
165148,0.14712453388514868
165149,0.0767722313861656
165150,0.053687457994759685
165151,0.8319112954172461
165152,0.38804139122134
165153,0.07500665309888266
165154,0.027202669633531622
165155,0.09652513890475761
165156,0.042949698168691555
165157,0.06187451278506795
165158,0.2705639412470532
165159,0.20353747887850537
165160,0.0694638616768146
165161,0.05391900941609263
165162,0.6945584040659065
165163,0.07118977988670663
165164,0.059636468516690494
165165,0.20102083142734958
165166,0.8899987287914646
165167,0.046775722363004334
165168,0.1260206295339861
165169,0.13616411164502482
165170,0.19549133641820313
165171,0.23778690325919538
165172,0.09870752257491884
165173,0.21493868398253607
165174,0.04549112222262531
165175,0.30647001089318515
165176,0.10486879584715099
165177,0.033884923497785546
165178,0.14275338735446136
165179,0.49277146581074754
165180,0.028790227386342078
165181,0.6182905307488871
165182,0.16816434951089468
165183,0.028550649081223872
165184,0.17045369917638323
165185,0.14028526588748466
165186,0.008894606992908245
165187,0.32120505193325893
165188,0.536206533833505
165189,0.05286656216426797
165190,0.012993187057879321
165191,0.03381902716234116
165192,0.2212855714095924
165193,0.21848191075348825
165194,0.21354532459168596
165195,0.26268595838008363
165196,0.1656173571753934
165197,0.627516968665212
165198,0.81979368312387
165199,0.017123683789037943
165200,0.2608194198419951
165201,0.8234379393020267
165202,0.7173379553057082
165203,0.5741955365894231
165204,0.5238263636300414
165205,0.10024174596636533
165206,0.3648564720111011
165207,0.24034003659605854
165208,0.34061447904429304
165209,0.22424422502252878
165210,0.49453014674921364
165211,0.6318822441549456
165212,0.029036746385052884
165213,0.03792378506626609
165214,0.7505574976531437
165215,0.21960442261021373
165216,0.15140042886073166
165217,0.01138084956567771
165218,0.031191957521026967
165219,0.3206179047874041
165220,0.4533119035927988
165221,0.36447912938335914
165222,0.4572318718093344
165223,0.050441389601692206
165224,0.025361575559926894
165225,0.7125667364842575
165226,0.8011041242398772
165227,0.4202898790463001
165228,0.3447198346478145
165229,0.4126507435546411
165230,0.09721382730129112
165231,0.03980307072016699
165232,0.007491916944704404
165233,0.1173589329178712
165234,0.11911698536842696
165235,0.0580404334889362
165236,0.7977438286743765
165237,0.02831598200478486
165238,0.11030643149172782
165239,0.0775089455950822
165240,0.02753195676128518
165241,0.0033942397841565503
165242,0.3501009723708495
165243,0.1776788095807319
165244,0.7496235086160913
165245,0.024591313295497668
165246,0.05854876258360295
165247,0.0707597781636096
165248,0.13665287306308907
165249,0.13917472331613984
165250,0.05383110984564444
165251,0.05027200868875606
165252,0.6714019874693077
165253,0.3364738636865444
165254,0.09018221589374487
165255,0.07396044251321646
165256,0.29156719451930135
165257,0.0678286527686124
165258,0.004239957095052349
165259,0.31942659939558843
165260,0.857197698836799
165261,0.7788742321690352
165262,0.2963998475913138
165263,0.010877206914024301
165264,0.019739746782910007
165265,0.05443067510973806
165266,0.01766147342955224
165267,0.19033030449478108
165268,0.13635340154063902
165269,0.40321906803251617
165270,0.15203831239739304
165271,0.10095440871116758
165272,0.19750649777204277
165273,0.049576803332481253
165274,0.04615858407287618
165275,0.33514555115424555
165276,0.12996397522012074
165277,0.3569435743044955
165278,0.6808854972086686
165279,0.13149364850982947
165280,0.0631430174992622
165281,0.039018157621923115
165282,0.09826380594952616
165283,0.015094231223930133
165284,0.27916367152778776
165285,0.26946965491761043
165286,0.08258061787365557
165287,0.08932971360295004
165288,0.07861906430890031
165289,0.07573548428054283
165290,0.06953885383102924
165291,0.370507272091765
165292,0.26375134055633176
165293,0.7054725758913448
165294,0.014141544739260253
165295,0.08297138087207304
165296,0.04935778618240542
165297,0.04170654302618419
165298,0.012667931835635372
165299,0.21363069013268315
165300,0.4473441660329799
165301,0.05824373506823885
165302,0.34702338177665654
165303,0.08476697103438437
165304,0.0066098009064183795
165305,0.020175132805562195
165306,0.05410141996328442
165307,0.1507574173228821
165308,0.08965123826124081
165309,0.13558521936913565
165310,0.12293234192802001
165311,0.13755724985666695
165312,0.6099647118704046
165313,0.11638002766593782
165314,0.12244394254542404
165315,0.22233436256477168
165316,0.12314867053569206
165317,0.03578882494800641
165318,0.3011047750255917
165319,0.07253529928344787
165320,0.09982901881645768
165321,0.06382617687259962
165322,0.030811722046465387
165323,0.1836761645966549
165324,0.3881921555588885
165325,0.1457616287483657
165326,0.34146228848678895
165327,0.17322599855992257
165328,0.0711117988519815
165329,0.1471917597613845
165330,0.10436969934693062
165331,0.05881803569085934
165332,0.5573381476191847
165333,0.055167103218083074
165334,0.021405208478679844
165335,0.06783150613687558
165336,0.32209603665889575
165337,0.0942171152735116
165338,0.3024115173606472
165339,0.35568464873457495
165340,0.11771565542329045
165341,0.06535617988732094
165342,0.05561658037492552
165343,0.017350541540893452
165344,0.075365568743845
165345,0.10216475793830615
165346,0.9212149528356405
165347,0.2599353912124309
165348,0.21197509594685618
165349,0.03610992443295438
165350,0.043406976183585154
165351,0.11816719441471904
165352,0.1959888087998553
165353,0.019160061432450564
165354,0.07859972316657676
165355,0.06818417950187475
165356,0.0741746080823744
165357,0.08945846576953803
165358,0.0880976252817838
165359,0.08799264059480008
165360,0.08856763400866571
165361,0.2166576191919745
165362,0.762606231758318
165363,0.2196348734204204
165364,0.06963265343991101
165365,0.1387742547011177
165366,0.01071063361188216
165367,0.09086675444885108
165368,0.06295760734923547
165369,0.7842284921296773
165370,0.21841311740694755
165371,0.011161115693035082
165372,0.06671748148521241
165373,0.058653553213734604
165374,0.5520406664402532
165375,0.03990978348610815
165376,0.12047888501491268
165377,0.015849840965247195
165378,0.4027836610766572
165379,0.12754753501021232
165380,0.22137518390274039
165381,0.10973289010860231
